__EMPTY,Cliente master,Id cliente,Cliente,Cnpj,Status cliente,Classificação,Time,Cidade do cliente,UF,distancia_postgis_km,Distância em KM,latitude,longitude
503,,3534,TECHMAYER CONSULTORIA AVANCADAS,40.493.409/0001-01,,,,Florianópolis,SC,152.92530886563,160,-27.5973002,-48.5496098
504,,1801,frutas da estação,34.573.133/0001-79,,,,Florianópolis,SC,152.92530886563,160,-27.5973002,-48.5496098
488,,325,ALBERTONI TRANSPORTES DE CARGAS LTDA,73.860.777/0001-08,Churn,MEDIAS EMPRESAS,PERCIVAL,São José,SC,147.32154855141,150,-27.6157733,-48.6276491
489,,499,LEITE TRANSPORTES RODOVIARIOS DE CARGAS LTDA,02.169.292/0001-16,Churn,MEDIAS EMPRESAS,PERCIVAL,São José,SC,148.74918326422,150,-27.6157733,-48.6276491
492,,3514,CASSOLOG TRANSPORTES RODOVIÁRIOS LTDA,28.812.690/0001-00,Churn,ROTA DE SUCESSO,HECTOR,São José,SC,150.11131816777,160,-27.6157733,-48.6276491
493,,92,CAIS DO PORTO TRANSPORTES,16.960.761/0001-25,Churn,,,São José,SC,150.75194472019,160,-27.6157733,-48.6276491
494,OPERAÇÕES AMBEV - MACROMAQ EQUIPAMENTOS LTDA,3222,MACROMAQ EQUIPAMENTOS LTDA,83.675.413/0001-01,Inativo,MEDIAS EMPRESAS,PERCIVAL,São José,SC,151.16512170992,160,-27.6157733,-48.6276491
496,OPERAÇÕES AMBEV - MACROMAQ EQUIPAMENTOS LTDA,5340,MACROMAQ - LAGES,83.675.413/0001-06,,MEDIAS EMPRESAS,PERCIVAL,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
497,,3230,TAF Distribuidora,83.017.350/0001-98,,,,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
498,OPERAÇÕES AMBEV - MACROMAQ EQUIPAMENTOS LTDA,5341,MACROMAQ - ROTULOS,83.675.413/0001-04,,MEDIAS EMPRESAS,PERCIVAL,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
499,OPERAÇÕES AMBEV - MACROMAQ EQUIPAMENTOS LTDA,5343,MACROMAQ - VIAMÃO,83.675.413/0001-10,,MEDIAS EMPRESAS,PERCIVAL,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
500,,3777,Talk Transportes,48.244.985/0001-27,,,,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
501,TRANSLIGUE TRANSPORTES E SERVIÇOS LTDA,2318,TRANSLIGUE TRANSPORTES E SERVICOS LTDA,03.629.957/0001-90,Churn,GRANDES EMPRESAS,GAWAIN,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
502,,1961,MARIN LOGISTICA E COMERCIO LTDA,04.002.562/0004-78,Churn,MEDIAS EMPRESAS,PERCIVAL,São José,SC,152.61824995781,160,-27.6157733,-48.6276491
490,,2525,RAM TRANSPORTES RODOVIARIOS LTDA,12.210.553/0001-58,Churn,MEDIAS EMPRESAS,PERCIVAL,Ituporanga,SC,149.77344260514,150,-27.4096219,-49.6014812
491,,4986,Sanfe logistica,77.728.145/0006-42,,,,Trombudo Central,SC,149.9795290481,150,-27.3040981,-49.79316
495,,1023,TRANSPORTES ANGELINA LTDA,82.506.908/0001-36,Recorrente,GRANDES EMPRESAS,GAWAIN,Palhoça,SC,152.53896622915,160,-27.6447774,-48.6646323
505,ELIS BRASIL,2251,CLINILAVES LAVANDERIA INDUSTRIAL LTDA,03.140.518/0004-61,Recorrente,GRANDES EMPRESAS,BOORS,Palhoça,SC,154.69975105299,160,-27.6447774,-48.6646323
506,OPERAÇÕES AMBEV - CONLOG,1130,CONLOG - CD FLORIANÓPOLIS,08.628.629/0009-40,Recorrente,GRANDES EMPRESAS,YVAIN,Palhoça,SC,154.75191240024,160,-27.6447774,-48.6646323
510,,1021,Logistica Wac,09.519.231/0001-80,,,,Palhoça,SC,155.75066083844,160,-27.6447774,-48.6646323
511,,3363,Transportadora Real 94,00.367.894/0006-67,,GRANDES EMPRESAS,BOORS,Palhoça,SC,155.75066083844,160,-27.6447774,-48.6646323
512,,2015,MARGEM COMPANHIA DE MINERACAO,06.635.659/0018-49,,,,Palhoça,SC,155.75066083844,160,-27.6447774,-48.6646323
513,,1829,Jm equipamentos,21.239.570/0001-09,Churn,MEDIAS EMPRESAS,PERCIVAL,Palhoça,SC,155.75066083844,160,-27.6447774,-48.6646323
514,,593,EXPRESSO EJL,33.725.578/0001-64,Churn,MEDIAS EMPRESAS,PERCIVAL,Palhoça,SC,157.15153339442,160,-27.6447774,-48.6646323
516,GRUPO PETRÓPOLIS,1656,GPSA - CD PALHOÇA,73.410.326/0001-60-0140,Churn,,MERLIN,Palhoça,SC,158.84111668,160,-27.6447774,-48.6646323
507,,2796,Venassi Operações Logística e Comercial LTDA,25.527.325/0001-58,Inativo,MEDIAS EMPRESAS,PERCIVAL,Pouso Redondo,SC,155.29713431256,160,-27.2567443,-49.9331593
508,,5521,Trans Eumar Transportes Rodoviários LTDA,07.092.523/0001-54,,,,Canoinhas,SC,155.38248229392,160,-26.1755121,-50.3949592
509,,3032,TPL TRANSPORTES LTDA,04.869.739/0001-95,,,,Canoinhas,SC,155.38248229392,160,-26.1755121,-50.3949592
515,,864,Bicampeão Transportes,12.678.403/0001-73,Recorrente,MEDIAS EMPRESAS,LANCELOT,Santo Amaro da Imperatriz,SC,158.43921886845,160,-27.6865324,-48.7769405
517,,5053,TRANSPORTES CINCO ESTRELAS LTDA,07.831.452/0001-64,,,,Agrolândia,SC,161.83768631158,170,-27.4120688,-49.8294621
518,TRANSPORTES GHELERE,522,GHELERE TRANSPORTES - PONTA GROSSA,75.958.926/0005-94,Churn,MEDIAS EMPRESAS,LANCELOT,Ponta Grossa,PR,173.04968059342,180,-25.0891685,-50.1601812
519,,5138,RITMO LOGISTICA LTDA,12.898.982/0001-60,Recorrente,GRANDES EMPRESAS,GAWAIN,Ponta Grossa,PR,173.59725946041,180,-25.0891685,-50.1601812
520,,3285,Dellmar Transportes LTDA,13.254.104/0001-74,Churn,ROTA DE SUCESSO,HECTOR,Ponta Grossa,PR,174.9648197508,180,-25.0891685,-50.1601812
521,,1188,MPLOG,46.883.474/0001-20,Churn,MEDIAS EMPRESAS,LAMORAK,Ponta Grossa,PR,176.82560781855,180,-25.0891685,-50.1601812
522,,3211,Dexis Logística LTDA,32.254.394/0001-09,Ativo,ROTA DE SUCESSO,HECTOR,Ponta Grossa,PR,177.33186214246,180,-25.0891685,-50.1601812
523,,3789,H J LORENZONI TRANSPORTES RODOVIARIOS LTDA,80.273.881/0001-53,Ativo,ROTA DE SUCESSO,HECTOR,Ponta Grossa,PR,178.34170547133,180,-25.0891685,-50.1601812
524,,394,Cooperfênix,28.206.297/0001-65,Churn,MEDIAS EMPRESAS,LAMORAK,Ponta Grossa,PR,179.20419401784,180,-25.0891685,-50.1601812
525,,318,TRANSPORTADORA BOA VIAGEM LTDA,02.574.772/0001-62,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Ponta Grossa,PR,182.09963154441,190,-25.0891685,-50.1601812
526,GT FOODS,939,GT FOODS - PONTA GROSSA,85.070.068/0022-24,Churn,GRANDES EMPRESAS,YVAIN,Ponta Grossa,PR,182.18837507805,190,-25.0891685,-50.1601812
527,,4997,RODOARAUJO TRANSPORTES,11.293.977/0001-60,,,,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
528,TAIPASTUR TRANSPORTES TURISTICOS,661,TAIPASTUR TRANSPORTES - PONTA GROSSA,58.673.450/0007-10,Churn,GRANDES EMPRESAS,GAWAIN,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
529,ELIS BRASIL,2250,Lacqua Lavanderia,04.573.039/0001-59,,GRANDES EMPRESAS,BOORS,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
530,,5870,DISTRIBUIDORA DE BEBIDAS VIRGINIA,50.713.048/0001-15,,,,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
531,,3217,MAGNIFICAT,07.432.233/0001-02,Churn,MEDIAS EMPRESAS,LUCAN,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
532,,575,G1 Transportes,07.229.992/0001-72,Churn,MEDIAS EMPRESAS,LANCELOT,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
533,,247,Del Pozo Transportes Rodoviá,76.642.743/0001-27,Churn,GRANDES EMPRESAS,CONSTANTINE,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
534,,1880,VIACAO SANTANA IAPO LTDA,76.803.766/0001-76,Inativo,,,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
535,,2238,BCG Transportes,37.228.289/0001-00,,,,Ponta Grossa,PR,184.24928774039,190,-25.0891685,-50.1601812
537,,5743,Transportadora Gamper Ltda,77.778.892/0001-80,Ativo,ROTA DE SUCESSO,LEODAGAN,Ponta Grossa,PR,186.53156446294,190,-25.0891685,-50.1601812
538,,3661,Fantoma,79.211.546/0001-41,Inativo,ROTA DE SUCESSO,HECTOR,Ponta Grossa,PR,186.5329367662,190,-25.0891685,-50.1601812
539,OPERAÇÕES AMBEV - LOG 20,551,LOG 20 LOGÍSTICA - PONTA GROSSA,13.631.347/0009-31,Churn,GRANDES EMPRESAS,YVAIN,Ponta Grossa,PR,187.56221017974,190,-25.0891685,-50.1601812
543,,1287,TRANSLEITE TRANSPORTES E SERVICOS LTDA,11.174.607/0001-04,Churn,MEDIAS EMPRESAS,GAHERIS,Ponta Grossa,PR,188.25458992636,190,-25.0891685,-50.1601812
536,,4330,Sape Transportes,09.574.359/0001-47,Recorrente,ROTA DE SUCESSO,HECTOR,Otacílio Costa,SC,186.15862776391,190,-27.4832304,-50.1195204
540,,2842,Transportes Bertuol,02.542.331/0001-89,Churn,MEDIAS EMPRESAS,LANCELOT,Otacílio Costa,SC,188.01306379104,190,-27.4832304,-50.1195204
541,,997,NGB Transportes Ltda,37.074.776/0001-66,Churn,MEDIAS EMPRESAS,PERCIVAL,Otacílio Costa,SC,188.01306379104,190,-27.4832304,-50.1195204
542,,30,Madeiras Goede Ltda,85.104.537/0001-54,Churn,MEDIAS EMPRESAS,PERCIVAL,Otacílio Costa,SC,188.07839363138999,190,-27.4832304,-50.1195204
544,,4264,Transportes Ardo Ltda,76.107.440/0001-04,,,,Carambeí,PR,193.61865552336,200,-24.9513298,-50.1171293
545,,329,SILPAR TRANSPORTE RODOVIARIO LTDA,04.602.431/0001-89,Churn,MEDIAS EMPRESAS,LANCELOT,Palmeira,SC,197.11080582316,200,-27.5797981,-50.1589086
546,,3782,Marquetti Transportes,10.945.348/0002-96,Churn,ROTA DE SUCESSO,HECTOR,Palmeira,SC,197.14280293886,200,-27.5797981,-50.1589086
547,,3185,Xanadu Transportes,82.322.801/0001-38,,,,Irati,PR,201.03541629507,210,-25.469663,-50.649287
548,,4591,Thiago Cararo Transportes,17.277.879/0001-16,,,,Mallet,PR,206.77147544831,210,-25.8829457,-50.8289338
549,,5772,BRG TRANSPORTES,15.281.570/0001-74,,,,Correia Pinto,SC,211.51988716403,220,-27.587688,-50.361448
550,,1991,RIBEIRA BEER DISTRIBUIDORA DE BEBIDAS LTDA,09.491.435/0001-50,,,,Registro,SP,218.09510453487,220,-24.497942,-47.844895
551,GRUPO PETRÓPOLIS,1563,GPSA - CD REGISTRO,73.410.326/0001-60-0047,Churn,,MERLIN,Registro,SP,219.56887416824,220,-24.497942,-47.844895
552,TRANSPANORAMA,263,TRANSPANORAMA - MARCELO BOTARELI,01.937.440/0005-68,Churn,GRANDES EMPRESAS,YVAIN,Registro,SP,219.56887416824,220,-24.497942,-47.844895
553,,576,TRANSRODACE - TRANSPORTES RODOVIARIOS LTDA,83.059.899/0001-45,Ativo,MEDIAS EMPRESAS,PERCIVAL,Caçador,SC,219.90049578076,220,-26.7737784,-51.0134844
555,,2002,TRANSPOWER TRANSPORTE RODOVIÁRIO LTDA,85.099.471/0001-51,Churn,GRANDES EMPRESAS,GAWAIN,Caçador,SC,223.8131907772,230,-26.7737784,-51.0134844
554,FEDEX BRASIL LOGISTICA E TRANSPORTE,2696,FEDEX - UVT - UNIAO DA VITORIA,95.591.723/0061-50,Churn,ENTERPRISE,GALAHAD,Porto União,SC,221.55418130621,230,-26.2336416,-51.082771
556,,5616,Bruna Transportes,13.322.377/0001-09,,,,Fraiburgo,SC,223.95726569214,230,-27.023288,-50.919978
557,,2,Transjoi TESTE,--,,,,Lages,SC,227.65655472634,230,-27.8165664,-50.325883
558,,2443,amorim tt,52.404.211/0001-93,,,,Lages,SC,227.65655472634,230,-27.8165664,-50.325883
559,,795,Incobel Distribuidora de Bebidas,82.784.216/0001-50,,,,Lages,SC,227.65655472634,230,-27.8165664,-50.325883
560,MOVECTA S.A,3284,MOVECTA - LAGES,58.317.751/0016-00,Ativo,GRANDES EMPRESAS,YVAIN,Lages,SC,228.24734130005,230,-27.8165664,-50.325883
561,,3751,Hostin Comercio de Alimentos,82.124.686/0001-97,Ativo,ROTA DE SUCESSO,BRASTIAS,Lages,SC,228.62033359773,230,-27.8165664,-50.325883
562,OPERAÇÕES AMBEV - RODALOG,3465,RODALOG - LAGES,75.862.821/0009-93,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Lages,SC,228.63071838337,230,-27.8165664,-50.325883
563,,4831,Aguia Transportes,18.346.566/0001-35,Inativo,ROTA DE SUCESSO,HECTOR,Lages,SC,229.76623015692,230,-27.8165664,-50.325883
564,,103,Arno Marian & CIA LTDA,83.510.867/0001-14,,,,São José do Cerrito,SC,232.8856039481,240,-27.6627041,-50.5791762
565,,5732,LARAVI TRANSPORTES,29.229.938/0001-60,,,,Orleans,SC,238.22411664308,240,-28.3572698,-49.2872434
568,,556,DMG TRANSPORTES E LOGISTICA LTDA,10.704.462/0001-43,Recorrente,MEDIAS EMPRESAS,GAHERIS,Orleans,SC,240.45768750631,250,-28.3572698,-49.2872434
566,,2262,DIPON LOG LOGISTICA,07.272.324/0001-28,Churn,MEDIAS EMPRESAS,PERCIVAL,Videira,SC,239.66435448918,240,-27.00544,-51.1533733
567,,2871,Oceano Azul Serviços,28.659.176/0001-79,Churn,MEDIAS EMPRESAS,PERCIVAL,Videira,SC,240.18931130632,250,-27.00544,-51.1533733
569,,2265,Sulfibra Ind. e Com. LTDA,08.285.458/0013-80,,,,Videira,SC,244.73789498168,250,-27.00544,-51.1533733
570,,2522,Transpajos Transportes,74.055.062/0001-37,Ativo,ROTA DE SUCESSO,HECTOR,Videira,SC,245.69670742057,250,-27.00544,-51.1533733
571,TESBA,2033,TBA TRANSPORTES LTDA,10.504.019/0001-29,Churn,MEDIAS EMPRESAS,GAHERIS,Tubarão,SC,245.85453970343,250,-28.471488,-49.014132
572,RODAN COMERCIO DE PECAS E IMPLEMENTOS DE TRANSPORTES S/A,2950,RODAN COM DE PECAS E IMPL DE TRANSPORTE S/A - TUBARAO,77.859.437/0004-52,Churn,GRANDES EMPRESAS,GAWAIN,Tubarão,SC,246.72244173942,250,-28.471488,-49.014132
573,TESBA,2032,"TESBA LOGISTICA, ARMAZENAGEM E DISTRIBUICAO",02.191.966/0001-89,Recorrente,MEDIAS EMPRESAS,GAHERIS,Tubarão,SC,247.39162084745,250,-28.471488,-49.014132
574,,647,DELUPO FERRAGENS LTDA,86.448.941/0008-84,Churn,MEDIAS EMPRESAS,GAHERIS,Tubarão,SC,248.31943546375,250,-28.471488,-49.014132
575,,3622,Arlete Transportes Ltda,72.090.442/0001-87,Churn,ROTA DE SUCESSO,LEODAGAN,Tubarão,SC,248.31943546375,250,-28.471488,-49.014132
576,,671,aguas claras,43.984.746/0001-90,,,,Tubarão,SC,248.31943546375,250,-28.471488,-49.014132
577,,3780,ALFA TRANSPORTES,07.831.439/0002-96,,,,Tubarão,SC,248.31943546375,250,-28.471488,-49.014132
578,,5780,CATARINENSE AGENCIA DE VIAGENS LTDA,08.336.161/0001-62,,,,Tubarão,SC,248.31943546375,250,-28.471488,-49.014132
579,,26,MK TRANSPORTES (TRCOELHO),24.990.245/0001-71,Churn,MEDIAS EMPRESAS,GAHERIS,Tubarão,SC,250.90404623071,260,-28.471488,-49.014132
580,,437,CRISTALCOPO S/A,05.316.470/0001-82,Churn,MEDIAS EMPRESAS,GAHERIS,Criciúma,SC,271.79834404764,280,-28.6789941,-49.3695627
581,,2523,Icooltran Transportes,23.839.841/0001-92,Churn,MEDIAS EMPRESAS,BEDIVERE,Criciúma,SC,272.7520846413501,280,-28.6789941,-49.3695627
582,,3331,Amilton euclides do canto filho,08.178.059/0001-86,,,,Criciúma,SC,274.09913723262,280,-28.6789941,-49.3695627
583,,3753,Criciumatrans Transportes LTDA,81.316.473/0001-02,,,,Criciúma,SC,274.09913723262,280,-28.6789941,-49.3695627
584,,3618,EJ TRANSPORTES LTDA,39.989.627/0001-52,,,,Criciúma,SC,274.09913723262,280,-28.6789941,-49.3695627
585,,4123,Transdag-Transportes,13.627.756/0001-07,,,,Criciúma,SC,274.09913723262,280,-28.6789941,-49.3695627
589,,1981,Bebidas Nuernbeg,83.658.450/0001-01,Churn,ROTA DE SUCESSO,LEODAGAN,Criciúma,SC,277.78402636436,280,-28.6789941,-49.3695627
586,,139,Via Minas Transportes,22.307.497/0001-28,Inativo,ROTA DE SUCESSO,HECTOR,Içara,SC,277.44004848486,280,-28.7116553,-49.2971441
587,,1900,TRANSPORTES FRANCISCONI LTDA,83.478.743/0001-07,Inativo,GRANDES EMPRESAS,CONSTANTINE,Içara,SC,277.64439599774,280,-28.7116553,-49.2971441
593,,12,SUL CONTINENTAL TRANSPORTES LTDA,81.382.525/0001-30,Churn,MEDIAS EMPRESAS,LANCELOT,Içara,SC,282.12451520794,290,-28.7116553,-49.2971441
588,,253,portal log logistica e transportes ltda,08.432.903/0001-53,Churn,,MERLIN,Luzerna,SC,277.751120029,280,-27.1294338,-51.4686169
590,TAIPASTUR TRANSPORTES TURISTICOS,660,TAIPASTUR TRANSPORTES - GUARAPUAVA,58.673.450/0008-00,Churn,GRANDES EMPRESAS,GAWAIN,Guarapuava,PR,279.47745729357,280,-25.3950986,-51.4622016
592,REVENDAS - AMBEV,1066,DISTRIBUIDORA DE BEBIDAS VIRGINIA - GUARAPUAVA LTDA,49.587.821/0001-65,Churn,MEDIAS EMPRESAS,BEDIVERE,Guarapuava,PR,282.05580116274,290,-25.3950986,-51.4622016
591,,3710,Anjos Migara Transportes e Comercio Ltda,00.070.969/0001-39,Inativo,ROTA DE SUCESSO,HECTOR,Erval Velho,SC,281.54395776853,290,-27.2747859,-51.4429712
594,,3254,Expresso KN,08.896.014/0001-47,Churn,ROTA DE SUCESSO,HECTOR,Herval d'Oeste,SC,282.67658804578,290,-27.17361,-51.4903659
595,,930,Dequech Transportes,04.740.740/0001-15,Ativo,MEDIAS EMPRESAS,LUCAN,Herval d'Oeste,SC,283.50371429749,290,-27.17361,-51.4903659
596,,1227,Transportes LDR Ltda.,03.005.274/0001-61,,,,Joaçaba,SC,283.83043735272,290,-27.1737204,-51.5065214
597,,563,NALU TRANSPORTES E COMERCIO,04.630.730/0001-27,Churn,MEDIAS EMPRESAS,LANCELOT,Joaçaba,SC,283.83043735272,290,-27.1737204,-51.5065214
598,,57,TRANSPORTES ALBINO LTDA,79.484.234/0001-01,Falência,MEDIAS EMPRESAS,PERCIVAL,Joaçaba,SC,285.359982493,290,-27.1737204,-51.5065214
599,,5867,TransMagnabosco,75.813.923/0001-61,Inativo,ROTA DE SUCESSO,LEODAGAN,Catanduvas,SC,294.57207460567,300,-27.0689719,-51.660158
600,,20,DIOGO BRAMBILA EIRELI,14.460.993/0002-70,Ativo,GRANDES EMPRESAS,SAGRAMORE,Maracajá,SC,297.70345814992,300,-28.8628566,-49.449388
601,,4944,TINSUL,02.575.973/0001-84,,,,Ouro,SC,300.51554463888,310,-27.3389051,-51.6137785
602,Frigorifico JBS,2567,Frigorifico JBS S/A - Seara Agro,02.916.265/00911-16,Recorrente,ENTERPRISE,GALAHAD,Itapetininga,SP,302.92697895601,310,-23.588607,-48.048326
606,,4150,DISTRIBUIDORA MENEGAZZO LTDA,23.002.548/0001-76,Ativo,MEDIAS EMPRESAS,GAHERIS,Itapetininga,SP,308.61690114537,310,-23.588607,-48.048326
603,,14,MRA TRANSPORTES LTDA,29.920.027/0001-84,,,,Araranguá,SC,305.1295502408,310,-28.9348832,-49.4858389
604,,4515,Concretar concreto usinado ltda,01.273.320/0001-88,,,,Araranguá,SC,305.1295502408,310,-28.9348832,-49.4858389
605,,1780,RIO BONITO LOGISTICA,32.467.332/0001-77,Churn,MEDIAS EMPRESAS,LANCELOT,Boa Ventura de São Roque,PR,307.42557898304,310,-24.88177,-51.5441292
607,,3563,Rodogrãos- transportes e cereais,17.228.599/0001-18,,,,Angatuba,SP,310.36702329025,320,-23.4938938,-48.4110675
608,,3266,Kremer Transportes,04.071.002/0001-22,Inativo,ROTA DE SUCESSO,LEODAGAN,Irani,SC,313.33828108131,320,-27.0230476,-51.9010675
611,,3101,Mrvg Transporte de Cargas Ltda,22.315.669/0001-05,,,,Irani,SC,318.02730456994,320,-27.0230476,-51.9010675
609,,3380,Bendo e Cia LTDA,80.432.693/0001-20,,,,Ermo,SC,313.82851757009,320,-28.9849219,-49.6427198
610,,1449,TRANSLAV TRANSPORTES E LOGISTICA,10.194.885/0001-60,Inativo,MEDIAS EMPRESAS,LAMORAK,Paranapanema,SP,317.72924071979,320,-23.390161,-48.720868
612,,5195,Sulmais transportes ltda,21.822.778/0001-56,,,,Jacinto Machado,SC,318.61475511621,320,-28.999338,-49.7603204
613,BRLOG LOGÍSTICA,4105,BRLOG LOGISTICA LTDA- HERBERT,18.594.208/0008-18,Inativo,GRANDES EMPRESAS,SAGRAMORE,Votorantim,SP,326.8020351047,330,-23.5380539,-47.4422137
615,,3143,MOTZ TRANSPORTES LTDA,35.825.580/0001-30,Churn,GRANDES EMPRESAS,SAGRAMORE,Votorantim,SP,328.05119924552,330,-23.5380539,-47.4422137
619,,431,Multivisi Comercio e Importação Ltda,10.409.455/0001-19,Churn,MEDIAS EMPRESAS,LAMORAK,Votorantim,SP,330.92794415421,340,-23.5380539,-47.4422137
624,,3559,MARSON TRANSPORTES,59.554.006/0001-53,Churn,ROTA DE SUCESSO,LEODAGAN,Votorantim,SP,332.91439519791,340,-23.5380539,-47.4422137
614,EB TRANSPORTES LTDA,412,EB TRANSPORTES LTDA,85.140.374/0001-65,Recorrente,GRANDES EMPRESAS,BOORS,Concórdia,SC,326.87725573149,330,-27.2312011,-52.0231024
616,,1432,TRANSPORTES R. PERSIO LTDA,79.660.478/0001-06,Churn,MEDIAS EMPRESAS,PERCIVAL,Concórdia,SC,328.09140674122,330,-27.2312011,-52.0231024
617,,60,Ecotrans - Ecologia Transportes e Logistica Ltda,10.922.739/0001-04,Ativo,ROTA DE SUCESSO,LEODAGAN,Concórdia,SC,328.28093369585,330,-27.2312011,-52.0231024
618,,2358,TRZ TRANSPORTES LTDA,21.344.655/0001-57,Churn,MEDIAS EMPRESAS,PERCIVAL,Concórdia,SC,328.46531443844,330,-27.2312011,-52.0231024
625,,3228,M MALACARNE TRANSPORTE,76.344.936/0001-00,Churn,ROTA DE SUCESSO,LEODAGAN,Concórdia,SC,334.11337611983,340,-27.2312011,-52.0231024
626,,1248,TRANSPORTES GIACOMIN LORENZETTI,01.454.574/0002-83,Inativo,MEDIAS EMPRESAS,LANCELOT,Concórdia,SC,334.29840578909,340,-27.2312011,-52.0231024
627,,2044,Transportes Vizzotto Ltda,80.480.221/0001-43,,,,Concórdia,SC,334.70898157705,340,-27.2312011,-52.0231024
628,OPERAÇÕES AMBEV - LOG 20,514,LOG20 - AMBEV T2,13.631.347/0001-85,Churn,GRANDES EMPRESAS,YVAIN,Concórdia,SC,334.70898157705,340,-27.2312011,-52.0231024
629,,4236,GRTLOG TRANSPORTES,43.141.230/0001-83,,,,Concórdia,SC,334.70898157705,340,-27.2312011,-52.0231024
630,,2145,Transportes Silvio,79.247.920/0001-69,,,,Concórdia,SC,334.70898157705,340,-27.2312011,-52.0231024
631,,5546,Transportes Aj Lazzarin LTDA,79.945.705/0001-31,,,,Concórdia,SC,334.70898157705,340,-27.2312011,-52.0231024
632,,3033,Jair Favassa,83.687.558/0001-14,,,,Concórdia,SC,334.70898157705,340,-27.2312011,-52.0231024
633,TRANSRIMA TRANSPORTES EIRELI,455,TRANSRIMA TRANSPORTES EIRELI,10.948.789/0001-60,Recorrente,GRANDES EMPRESAS,BOORS,Concórdia,SC,334.86716773804,340,-27.2312011,-52.0231024
620,GRUPO PETRÓPOLIS,608,PETROPOLIS FILIAL,73.410.326/0056-34,Churn,,MERLIN,Sorocaba,SP,331.56363785829,340,-23.5003451,-47.4582864
621,,5712,Trans Adimax,13.689.432/0001-01,Ativo,ROTA DE SUCESSO,LEODAGAN,Sorocaba,SP,331.57523638229,340,-23.5003451,-47.4582864
622,,3024,Mdr transportadora,51.276.190/0001-05,Ativo,MEDIAS EMPRESAS,LUCAN,Sorocaba,SP,331.99596178758,340,-23.5003451,-47.4582864
623,LOGNET LOGISTICA,804,LOGNET LOGISTICA,09.116.532/0001-63,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Sorocaba,SP,332.21625439668,340,-23.5003451,-47.4582864
634,,4234,Bertin Bebidas Eireli,05.198.327/0001-33,Inativo,ROTA DE SUCESSO,BRASTIAS,Sorocaba,SP,335.8999798614,340,-23.5003451,-47.4582864
635,,1798,GRANART SUCOS NATURAIS,29.204.509/0001-38,Falência,,MERLIN,Sorocaba,SP,335.94850069086,340,-23.5003451,-47.4582864
640,,3094,Inicial Transportes Logistica e Armazenamentos Ltda,08.308.203/0001-51,,,,Sorocaba,SP,339.6866280613,340,-23.5003451,-47.4582864
641,,2905,TNT TRANSPORTES LTDA,44.155.720/0001-00,,,,Sorocaba,SP,339.6866280613,340,-23.5003451,-47.4582864
642,,1910,Sorolix Transportes Especiais LTDA,57.055.352/0001-61,,,,Sorocaba,SP,339.6866280613,340,-23.5003451,-47.4582864
643,,1996,transportadora lira,49.649.651/0001-04,,,,Sorocaba,SP,339.6866280613,340,-23.5003451,-47.4582864
644,,2863,TT Serviços de Reciclagem Ltda,13.464.032/0001-90,,,,Sorocaba,SP,339.6866280613,340,-23.5003451,-47.4582864
645,,5282,LF transporte,36.950.105/0001-59,Inativo,ROTA DE SUCESSO,HECTOR,Sorocaba,SP,339.6866280613,340,-23.5003451,-47.4582864
647,,5761,JC PRADO TRANSPORTES,50.789.586/0001-93,Ativo,ROTA DE SUCESSO,LEODAGAN,Sorocaba,SP,340.98498774514,350,-23.5003451,-47.4582864
648,,4322,IMPACTO DISTRIBUIDORA,04.959.007/0001-96,Recorrente,MEDIAS EMPRESAS,LANCELOT,Sorocaba,SP,341.27340025929,350,-23.5003451,-47.4582864
653,,4979,FASTMAX TRANSPORTES,46.903.553/0001-55,Ativo,ROTA DE SUCESSO,HECTOR,Sorocaba,SP,342.97758077705,350,-23.5003451,-47.4582864
658,,3582,DGP Transportes Ltda,33.819.961/0001-81,Inativo,MEDIAS EMPRESAS,LUCAN,Sorocaba,SP,345.9393085197599,350,-23.5003451,-47.4582864
662,CARVALIMA TRANSPORTES,276,CARVALIMA TRANSPORTES,33.070.814/0010-42,Recorrente,GRANDES EMPRESAS,GAWAIN,Sorocaba,SP,346.88403860024,350,-23.5003451,-47.4582864
669,RUTA SUL TRANSPORTES E LOGISTICA EIRELLI,1421,RUTA SUL TRANSPORTES E LOGISTICA EIRELLI,17.541.197/0001-79,Recorrente,GRANDES EMPRESAS,BOORS,Sorocaba,SP,347.93326122248,350,-23.5003451,-47.4582864
